open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
1748880000000,104494.00000000,104788.81000000,104084.62000000,104477.99000000,468.51396000,1748894399999,48897187.54076940,73932,230.57936000,24060975.89439530,0
1748894400000,104476.03000000,106000.00000000,104476.03000000,105919.99000000,555.51835000,1748908799999,58502751.85239280,82942,313.58248000,33007052.29800260,0
1748908800000,105920.00000000,106581.00000000,105405.21000000,105560.00000000,607.22519000,1748923199999,64427502.51668280,86073,276.30997000,29309215.19125980,0
1748923200000,105560.00000000,105582.08000000,105191.65000000,105243.79000000,326.01065000,1748937599999,34356064.37438090,45685,162.19529000,17091948.89413480,0
1748937600000,105243.80000000,105425.60000000,104931.00000000,105360.02000000,338.50021000,1748951999999,35612898.43932390,46613,160.56177000,16893155.60901630,0
1748952000000,105360.02000000,106886.62000000,105108.02000000,106697.98000000,956.47832000,1748966399999,101525751.07617850,127443,506.33457000,53751025.76687440,0
1748966400000,106697.98000000,106754.64000000,105660.73000000,106303.43000000,610.98728000,1748980799999,64849069.06483190,83926,327.94958000,34802287.74950760,0
1748980800000,106303.43000000,106338.47000000,105347.82000000,105454.00000000,346.22555000,1748995199999,36606237.09149910,62134,164.40898000,17376829.89673230,0
1748995200000,105454.00000000,105909.06000000,105203.55000000,105596.27000000,278.82376000,1749009599999,29438790.33177310,54245,149.61740000,15795229.23333030,0
1749009600000,105596.27000000,105695.99000000,105329.62000000,105378.01000000,198.18806000,1749023999999,20903019.03938940,36621,106.56680000,11239532.06992280,0
1749024000000,105378.01000000,106063.60000000,105140.97000000,105158.76000000,356.27771000,1749038399999,37617320.95466140,51724,171.51319000,18114869.62165950,0
1749038400000,105158.76000000,105600.00000000,104225.36000000,105357.73000000,829.12723000,1749052799999,87011673.57294210,117424,432.14250000,45340198.05356860,0
1749052800000,105357.73000000,105531.04000000,104922.04000000,104972.01000000,308.99160000,1749067199999,32513925.93052010,61991,155.05379000,16315372.46557430,0
1749067200000,104972.00000000,105111.11000000,104471.42000000,104756.00000000,288.10796000,1749081599999,30194341.55190300,55101,135.83236000,14235417.93098970,0
