open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
1760525700000,112316.38000000,112363.49000000,112250.93000000,112349.02000000,19.72833000,1760525999999,2216002.16236620,1647,5.59504000,628466.95092400,0
1760526000000,112349.01000000,112499.66000000,112326.36000000,112449.61000000,10.58533000,1760526299999,1190219.73027480,1953,4.13388000,464768.49098610,0
1760526300000,112449.62000000,112702.82000000,112413.02000000,112608.01000000,21.09331000,1760526599999,2374806.78568490,2442,16.73180000,1883724.59977770,0
1760526600000,112608.00000000,112631.99000000,112359.17000000,112365.97000000,13.45291000,1760526899999,1513225.47847170,2086,2.93837000,330513.37701140,0
1760526900000,112365.97000000,112386.24000000,111779.59000000,111952.87000000,76.04490000,1760527199999,8517435.92403530,7317,17.73553000,1985940.75314600,0
1760527200000,111952.88000000,112164.38000000,111952.88000000,112138.83000000,17.12818000,1760527499999,1919291.89229590,2971,9.42217000,1055715.74338290,0
1760527500000,112138.82000000,112224.47000000,112093.37000000,112140.00000000,6.10292000,1760527799999,684566.11618330,2303,3.41007000,382513.08692360,0
1760527800000,112140.00000000,112140.00000000,111960.02000000,112088.70000000,10.20369000,1760528099999,1143236.39738220,2167,4.31281000,483175.20842620,0
1760528100000,112088.70000000,112159.00000000,112021.86000000,112121.15000000,5.77605000,1760528399999,647436.96245460,1458,3.02720000,339351.17784870,0
1760528400000,112121.16000000,112201.80000000,112110.03000000,112201.80000000,9.88676000,1760528699999,1108768.01721810,834,7.84304000,879581.65481880,0
1760528700000,112201.79000000,112201.79000000,112057.44000000,112073.18000000,8.32740000,1760528999999,933806.84569990,895,3.85989000,432859.70507590,0
1760529000000,112073.18000000,112095.28000000,111984.96000000,112095.28000000,7.58951000,1760529299999,850350.30047390,1169,4.15297000,465314.44229400,0
1760529300000,112095.28000000,112103.03000000,111950.32000000,111999.63000000,10.83832000,1760529599999,1213856.85064710,1717,5.67652000,635764.03543740,0
1760529600000,111999.62000000,111999.63000000,111859.04000000,111932.83000000,12.92564000,1760529899999,1446621.96051970,2279,5.81137000,650443.25888660,0
1760529900000,111932.84000000,112176.47000000,111927.23000000,112157.41000000,18.34753000,1760530199999,2055973.79109780,3213,13.10709000,1468737.80452640,0
1760530200000,112157.40000000,112157.40000000,112014.45000000,112078.06000000,8.52861000,1760530499999,955974.66145370,1813,2.45984000,275705.76196250,0
1760530500000,112078.06000000,112106.65000000,111943.44000000,111979.92000000,7.34816000,1760530799999,823144.12238550,1750,3.01506000,337744.36789410,0
1760530800000,111978.01000000,112022.27000000,111765.60000000,111948.25000000,29.65454000,1760531099999,3317861.45238130,3272,10.73831000,1201725.25919090,0
1760531100000,111948.24000000,111948.24000000,111473.94000000,111561.00000000,59.41941000,1760531399999,6637881.44166820,5324,23.56779000,2634058.48723290,0
1760531400000,111561.00000000,111765.59000000,111542.99000000,111674.87000000,16.63691000,1760531699999,1857600.07824440,2571,7.44886000,831685.21246920,0
1760531700000,111674.88000000,111674.88000000,111474.05000000,111610.84000000,17.26573000,1760531999999,1926720.01889610,2524,9.72185000,1084911.77843170,0
1760532000000,111612.75000000,111739.89000000,111608.31000000,111689.67000000,7.34178000,1760532299999,819945.16208240,2131,4.30218000,480459.26004640,0
1760532300000,111689.67000000,111823.21000000,111645.46000000,111795.62000000,22.36337000,1760532599999,2498918.42315270,3159,12.24683000,1368639.33972850,0
1760532600000,111796.98000000,111910.73000000,111659.84000000,111787.01000000,29.88378000,1760532899999,3339590.86306360,3601,10.85829000,1213891.86971420,0
1760532900000,111787.02000000,111829.08000000,111720.02000000,111800.99000000,6.34816000,1760533199999,709517.71166730,2088,1.81777000,203160.91439760,0
1760533200000,111800.99000000,111800.99000000,111583.20000000,111602.03000000,9.76830000,1760533499999,1091007.95191210,2797,2.81380000,314289.84624170,0
